,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
1214,https://datacenters.com/tierpoint-omaha-bellevue,TierPoint: Omaha - Bellevue Data Center,"1001 Fort Crook Road North, Bellevue, NE 68005, USA",TierPoint,,8.08,21000.0,100000.0,1001,Fort Crook Road North,Bellevue,NE,41.178068350000004,-95.92507747501149
1215,https://datacenters.com/prov-net-irontrust-networks-providence-2,Prov.net/IronTrust Networks: Providence 2,"1155 Westminster Street, Providence, RI, USA",Prov.net/IronTrust Networks,,42.88,,,1155,Westminster Street,Providence,RI,41.81707344679039,-71.42774295256093
1216,https://datacenters.com/edgeconnex-det01-detroit,EdgeConnex: DET01 Detroit Data Center,"21005 Lahser Road, Southfield, MI, USA",EdgeConnex,1.5,16.78,,39900.0,21005,Lahser Road,Southfield,MI,42.446238199099234,-83.25949217723091
1217,https://datacenters.com/massive-networks-englewood,Massive Networks: Englewood Data Center,"382 South Arthur Avenue, Louisville, CO, USA",Massive Networks,,24.86,4800.0,,382,South Arthur Avenue,Louisville,CO,39.965518849999995,-105.12432615565393
1218,https://datacenters.com/cogent-communications-miami,Cogent Communications: Miami Data Center,"200 Southeast 1st Street, Miami, FL, USA",Cogent Communications,,6.22,5386.0,141687.0,200,Southeast 1st Street,Miami,FL,25.7733112,-80.1900581
1219,https://datacenters.com/prime-prime-santa-clara-1231-comstock,Prime Data Centers: Prime Santa Clara - 1231 Comstock,"1231 Comstock Street, Santa Clara, CA, USA",Prime Data Centers,9.0,1.25,,92000.0,1231,Comstock Street,Santa Clara,CA,37.375001999999995,-121.95487751669192
1220,https://datacenters.com/bytegrid-lynnwood,ByteGrid: Lynnwood Data Center,"4200 194th Street Southwest, Lynnwood, Washington 98036, USA",ByteGrid,,25.48,15941.0,45000.0,4200,194th Street Southwest,Lynnwood,Washington,47.822783,-122.29113838171247
1221,https://datacenters.com/equinix-dc21-washington-dc-ibx,Equinix: DC21 Washington DC IBX Data Center,"22175 Beaumeade Circle, Ashburn, VA 20147, U.S.",Equinix,,4.35,,36000.0,22175,Beaumeade Circle,Ashburn,VA,39.01154475,-77.45471800182239
1222,https://datacenters.com/bytegrid-silver-spring-mdc1-atlanta,ByteGrid: Silver Spring MDC1 Atlanta Data Center,"12401 Prosperity Drive, Silver Spring, MD, USA",ByteGrid,,14.3,90000.0,214000.0,12401,Prosperity Drive,Silver Spring,MD,39.058622400000004,-76.96411078870383
1223,https://datacenters.com/one-america-ontario-ca,One Data Center America: Ontario CA Data Center,"3833 Ebony Street, Ontario, CA, USA",One Data Center America,,1.87,,,3833,Ebony Street,Ontario,CA,34.06634219563638,-117.56840371081654
1224,https://datacenters.com/cogent-communications-seattle,Cogent Communications: Seattle Data Center,"32275 32nd Avenue South, Federal Way, WA, USA",Cogent Communications,,9.33,33223.0,33223.0,32275,32nd Avenue South,Federal Way,WA,47.31177965,-122.29482617320099
1225,https://datacenters.com/stellar-technologies-inc-phx01,Stellar Technologies Inc.: PHX01 Data Center,"3011 South 52nd Street, Tempe, AZ, USA",Stellar Technologies Inc.,,5.0,,,3011,South 52nd Street,Tempe,AZ,33.396196950520626,-111.97054427092803
1226,https://datacenters.com/limestone-networks-mia1-miami,Limestone Networks: MIA1 Miami Data Center,"36 Northeast 2nd Street, Miami, FL, USA",Limestone Networks,,5.6,,,36,Northeast 2nd Street,Miami,FL,25.7758419,-80.1929625
1227,https://datacenters.com/mod-mission-critical-clt1-flexential-charlotte-south-pop,MOD Mission Critical: CLT1 - Flexential Charlotte South Data Center PoP,"8910 Lenox Pointe Drive, Charlotte, NC, USA",MOD Mission Critical,2.36,5.6,,66666.0,8910,Lenox Pointe Drive,Charlotte,NC,35.1353954,-80.93697269695443
1228,https://datacenters.com/lumen-eugene-2,Lumen: Eugene 2 Data Center,"90470 Prairie Rd, Eugene, OR, USA",Lumen,,1.87,1900.0,9194.0,90470,Prairie Rd,Eugene,OR,44.1183065,-123.16789192210899
1229,https://datacenters.com/databank-phl1-philadelphia,DataBank: PHL1 - Philadelphia Data Center,"401 North Broad Street, Philadelphia, PA, USA",DataBank,0.34,6.84,7760.0,,401,North Broad Street,Philadelphia,PA,39.9598694,-75.16081442465776
1230,https://datacenters.com/turnkey-internet-los-angeles,TurnKey Internet: Los Angeles Data Center,"530 West 6th Street, Los Angeles, CA, USA",TurnKey Internet,,11.19,,,530,West 6th Street,Los Angeles,CA,33.73884114285714,-118.28863897959184
1231,https://datacenters.com/lumen-philadelphia-3,Lumen: Philadelphia 3 Data Center,"3020 Market Street, Philadelphia, PA, USA",Lumen,,5.6,578.0,31877.0,3020,Market Street,Philadelphia,PA,39.9545423,-75.18447287226766
1232,https://datacenters.com/cogent-communications-chicago,Cogent Communications: Chicago Data Center,"216 W Jackson Blvd, Chicago, IL, USA",Cogent Communications,,14.92,11940.0,11940.0,216,W Jackson Blvd,Chicago,IL,41.87843085,-87.63449890963466
1233,https://datacenters.com/lightedge-phoenix,LightEdge: Phoenix Data Center,"120 East Van Buren Street, Phoenix, AZ, USA",LightEdge,0.51,4.35,4854.0,5502.0,120,East Van Buren Street,Phoenix,AZ,33.4519107,-112.07190774845004
1234,https://datacenters.com/hurricane-electric-san-jose-silicon-valley,Hurricane Electric: San Jose (Silicon Valley) Data Center,"55 South Market Street, South Market Street, San Jose, CA, USA",Hurricane Electric,,2.49,,3000.0,55,South Market Street,South Market Street,San Jose,37.3341274,-121.8914979
1235,https://datacenters.com/lumen-phoenix-1,Lumen: Phoenix 1 Data Center,"811 South 16th Street, Phoenix, AZ, USA",Lumen,11.0,2.49,26250.0,47836.0,811,South 16th Street,Phoenix,AZ,33.4397652,-112.04693790247171
1236,https://datacenters.com/quadranet-seattle,QuadraNet: Seattle Data Center,"12201 Tukwila International Blvd, Tukwila, WA, USA",QuadraNet,,,,,12201,Tukwila International Blvd,Tukwila,WA,47.49308525,-122.29368542116308
1237,https://datacenters.com/lumen-cincinnati-3,Lumen: Cincinnati 3 Data Center,"1428 West 8th Street, Cincinnati, OH, USA",Lumen,,7.5,5129.0,50000.0,1428,West 8th Street,Cincinnati,OH,39.104655440677966,-84.5440973220339
1238,https://datacenters.com/mod-mission-critical-de2-morgan-reed-pop,MOD Mission Critical: DE2 - Morgan Reed Data Center PoP,"1500 Champa Street, Denver, CO, USA",MOD Mission Critical,,18.65,,138116.0,1500,Champa Street,Denver,CO,39.7457646,-104.99442099999999
1239,https://datacenters.com/cybernest-cybernest-portland,CyberNest: CyberNest Portland,"3935 Northeast Aloclek Drive, Hillsboro, OR, USA",CyberNest,,14.3,,,3935,Northeast Aloclek Drive,Hillsboro,OR,45.5489278,-122.89245438644275
1240,https://datacenters.com/lumen-detroit-2,Lumen: Detroit 2 Data Center,"1965 Porter Street, Detroit, MI, USA",Lumen,,16.16,9733.0,50000.0,1965,Porter Street,Detroit,MI,42.32525785,-83.0693256830779
1241,https://datacenters.com/redburn-infrastructure-llc-701-river-street,Iron Rails Data Centers: 701 River Street Data Center,"701 River Street, Troy, NY, USA",Iron Rails Data Centers,,5.6,,,701,River Street,Troy,NY,42.74633085,-73.68371498906103
1242,https://datacenters.com/limestone-networks-ord1-chicago,Limestone Networks: ORD1 Chicago Data Center,"427 South LaSalle Street, Chicago, IL, USA",Limestone Networks,,15.54,,,427,South LaSalle Street,Chicago,IL,41.87633285,-87.63148077036223
1243,https://datacenters.com/carroll-net-inc-hackensack-nj,"Carroll-Net, Inc.: Hackensack, NJ Datacenter","905 Main St, Hackensack, NJ, USA","Carroll-Net, Inc.",,12.43,,,905,Main St,Hackensack,NJ,40.908149,-74.04169433333334
1244,https://datacenters.com/qts-charlotte,QTS Data Centers: Charlotte Data Center,"York County, South Carolina, USA",QTS Data Centers,100.0,23.12,285000.0,285000.0,,York County,South Carolina,,34.9603293,-81.1655408
1245,https://datacenters.com/enzu-aus2-austin,Enzu: AUS2 Austin Data Center,"7401 E Ben White Blvd, Austin, TX, USA",Enzu,,1.87,,,7401,E Ben White Blvd,Austin,TX,30.214973999999998,-97.69497412692968
1246,https://datacenters.com/china-telecom-phoenixnap-phoenix,China Telecom: PhoenixNAP Phoenix Data Center,"3402 E University Dr, Phoenix, AZ 85034, USA",China Telecom,,1.25,,,3402,E University Dr,Phoenix,AZ,33.41607765,-112.00935996881752
1247,https://datacenters.com/navegalo-navegalo-miami,Navegalo: Navegalo Miami Data Center,"50 NE 8th St, Miami, FL, USA",Navegalo,,5.6,,,50,NE 8th St,Miami,FL,25.781782999999997,-80.193027
1248,https://datacenters.com/enzu-aus3-austin,Enzu: AUS3 Austin Data Center,"7500 Metro Center Dr, Austin, TX, USA",Enzu,,1.87,,,7500,Metro Center Dr,Austin,TX,30.2121195,-97.69589126682894
1249,https://datacenters.com/edgeconnex-tal01-tallahassee,EdgeConnex: TAL01 Tallahassee Data Center,"1531 Commonwealth Business Drive, Tallahassee, FL 32303, USA",EdgeConnex,0.25,218.73,,11810.0,1531,Commonwealth Business Drive,Tallahassee,FL,30.4721597,-84.35267623705366
1250,https://datacenters.com/digital-fortress-south-seattle-tuk,Digital Fortress: South Seattle Data Center - (TUK),"12101 Tukwila International Boulevard, Tukwila, WA, USA",Digital Fortress,4.0,3.11,26400.0,45600.0,12101,Tukwila International Boulevard,Tukwila,WA,47.494135,-122.2944103304907
1251,https://datacenters.com/shift-hosting-dallas-tx,Shift Hosting: Dallas TX,"1515 Round Table Drive, Dallas, TX, USA",Shift Hosting,8.0,1.25,,106866.0,1515,Round Table Drive,Dallas,TX,32.83790805,-96.87839317269456
1252,https://datacenters.com/tierpoint-oklahoma-city-ok2,TierPoint: Oklahoma City OK2 Data Center,"4114 Perimeter Center Place, Oklahoma City, Oklahoma 73112, USA",TierPoint,2.6,8.08,34000.0,69000.0,4114,Perimeter Center Place,Oklahoma City,Oklahoma,35.514045,-97.59255728571428
1253,https://datacenters.com/lumen-cleveland-1,Lumen: Cleveland 1 Data Center,"4000 Chester Avenue, Cleveland, OH, USA",Lumen,,11.81,3500.0,40000.0,4000,Chester Avenue,Cleveland,OH,41.50566777419803,-81.65556729067094
1254,https://datacenters.com/lightedge-san-diego-i,LightEdge: San Diego I Data Center,"9305 Lightwave Avenue, San Diego, CA, USA",LightEdge,2.9,7.46,56432.0,100000.0,9305,Lightwave Avenue,San Diego,CA,32.827858649999996,-117.12992659595538
1255,https://datacenters.com/mdc-ldo1-laredo,MDC Data Centers: LDO1 Laredo Data Center,"13619 Cabezut Dr, Laredo, TX 78045, USA",MDC Data Centers,0.65,295.16,,8400.0,13619,Cabezut Dr,Laredo,TX,27.689285116863775,-99.45361269764453
1256,https://datacenters.com/ntt-global-tx1-dallas-2,NTT Global Data Centers: TX1 Dallas Data Center,"2008 Lookout Dr, Garland, TX 75044, USA",NTT Global Data Centers,16.0,14.63,230000.0,230000.0,2008,Lookout Dr,Garland,TX,32.9828039,-96.6676324
1257,https://datacenters.com/digital-realty-silicon-valley-sjc15,Digital Realty: Silicon Valley SJC15 Data Center,"1201 Comstock Street, Santa Clara, CA, USA",Digital Realty,45.0,1.2,,24000.0,1201,Comstock Street,Santa Clara,CA,37.374996550000006,-121.95407689999999
1258,https://datacenters.com/cybernest-cybernest-salt-lake,CyberNest: CyberNest Salt Lake,"179 Social Hall Avenue, Salt Lake City, UT, USA",CyberNest,,4.98,,,179,Social Hall Avenue,Salt Lake City,UT,40.7685233,-111.8858522748673
1259,https://datacenters.com/lumen-indianapolis-3,Lumen: Indianapolis 3 Data Center,"4625 W 86th St, Indianapolis, IN, USA",Lumen,,13.68,1650.0,19000.0,4625,W 86th St,Indianapolis,IN,39.9108083,-86.23888298697864
1260,https://datacenters.com/enzu-atl1-atlanta,Enzu: ATL1 Atlanta Data Center,"56 Marietta Street NorthWest, Atlanta, GA, USA",Enzu,,8.08,,,56,Marietta Street NorthWest,Atlanta,GA,33.7583265,-84.3938278
1261,https://datacenters.com/lumen-philadelphia-1,Lumen: Philadelphia 1 Data Center,"401 North Broad Street, Philadelphia, PA, USA",Lumen,,6.8,9099.0,54099.0,401,North Broad Street,Philadelphia,PA,39.9598694,-75.16081442465776
1262,https://datacenters.com/qts-atlanta-3-dc1,QTS Data Centers: Atlanta 3 DC1 Data Center,"953 Herndon Street Northwest, Atlanta, GA, USA",QTS Data Centers,,10.29,,,953,Herndon Street Northwest,Atlanta,GA,33.781324999999995,-84.42299283333334
1263,https://datacenters.com/edgeconnex-jax01-jacksonville,EdgeConnex: JAX01 Jacksonville Data Center,"6602 Executive Park Court North, Jacksonville, FL, USA",EdgeConnex,1.5,16.78,,15570.0,6602,Executive Park Court North,Jacksonville,FL,30.2544462,-81.6044721
1264,https://datacenters.com/databank-slc6-granite-point,DataBank: SLC6 Granite Point Data Center,"14870 Pony Express Road, Bluffdale, UT 84065, USA",DataBank,22.0,21.13,88250.0,,14870,Pony Express Road,Bluffdale,UT,40.4857538,-111.9000266
1265,https://datacenters.com/lumen-indianapolis-1,Lumen: Indianapolis 1 Data Center,"1902 South East Street, Indianapolis, IN, USA",Lumen,,7.46,1740.0,20000.0,1902,South East Street,Indianapolis,IN,39.74146105,-86.1508576632005
1266,https://datacenters.com/colocation-america-nydc2-new-york,Colocation America: NYDC2 - New York Data Center,"111 8th Avenue, New York, NY, USA",Colocation America,,13.05,104814.0,3000000.0,111,8th Avenue,New York,NY,40.7408812,-74.0020865
1267,https://datacenters.com/enzu-bos1-needham,Enzu: BOS1 Needham Data Center,"128 1st Avenue, Needham, MA, USA",Enzu,,11.19,,,128,1st Avenue,Needham,MA,42.30178767459167,-71.22181135207492
1268,https://datacenters.com/prime-prime-chicago-1601-midway-ct,Prime Data Centers: Prime Chicago - 1601 Midway Ct.,"1601 Midway Ct, Elk Grove Village, IL, USA",Prime Data Centers,54.0,4.35,156000.0,354000.0,1601,Midway Ct,Elk Grove Village,IL,42.02536608246916,-87.96346646669674
1269,https://datacenters.com/vultr-chicago,Vultr: Chicago,"Chicago, IL, USA",Vultr,,15.54,,,,Chicago,IL,,41.8755616,-87.6244212
1270,https://datacenters.com/flexential-louisville-east,Flexential: Louisville - East Data Center,"2101 Nelson Miller Parkway, Louisville, KY, USA",Flexential,1.46,14.3,33500.0,33588.0,2101,Nelson Miller Parkway,Louisville,KY,38.27717525,-85.50724019710688
1271,https://datacenters.com/china-telecom-coresite-la1,China Telecom: Coresite LA1 Data Center,"624 S Grand Ave, Los Angeles, CA 90017, USA",China Telecom,,11.19,,,624,S Grand Ave,Los Angeles,CA,34.0478871,-118.25555410911281
1272,https://datacenters.com/china-telecom-cyxtera-sc8,China Telecom: Cyxtera SC8 Data Center,"4700 Old Ironsides Dr, Santa Clara, CA 95054, USA",China Telecom,,3.73,,,4700,Old Ironsides Dr,Santa Clara,CA,37.39695906762884,-121.97959550482261
1274,https://datacenters.com/cologix-min2-minneapolis,Cologix: MIN2 Minneapolis Data Center,"511 11th Avenue South, Minneapolis, MN, USA",Cologix,,6.22,7500.0,7500.0,511,11th Avenue South,Minneapolis,MN,44.97112695,-93.25461666100631
1275,https://datacenters.com/tierpoint-st-louis-millpark,TierPoint: St. Louis - Millpark Data Center,"2315 Millpark Drive, Maryland Heights, MO, USA",TierPoint,,3.73,14500.0,23000.0,2315,Millpark Drive,Maryland Heights,MO,38.6993591,-90.4114091
1277,https://datacenters.com/lumen-fort-lauderdale-1,Lumen: Fort Lauderdale 1 Data Center,"200 Northwest 2nd Street, Fort Lauderdale, FL, USA",Lumen,,3.11,3217.0,9108.0,200,Northwest 2nd Street,Fort Lauderdale,FL,26.123987,-80.14669
1278,https://datacenters.com/involta-duluth-ii,Involta: Duluth II Data Center,"Duluth, MN, USA",Involta,,141.68,10000.0,,,Duluth,MN,,46.7729322,-92.1251218
1279,https://datacenters.com/enzu-iah1-houston,Enzu: IAH1 Houston Data Center,"1301 Fannin Street, Houston, TX, USA",Enzu,,16.16,,,1301,Fannin Street,Houston,TX,29.7534328,-95.3657979875635
1280,https://datacenters.com/aventus-lakes,Aventus Data Centers: Lakes Data Center,"7901 West Clinton Avenue, Milwaukee, WI, USA",Aventus Data Centers,,80.78,,26432.0,7901,West Clinton Avenue,Milwaukee,WI,43.15132465,-88.00966500340579
1281,https://datacenters.com/breezehost-io-dallas,BreezeHost.io: Dallas,"1515 Round Table Drive, Dallas, TX, USA",BreezeHost.io,8.0,1.25,68000.0,106000.0,1515,Round Table Drive,Dallas,TX,32.83790805,-96.87839317269456
1282,https://datacenters.com/dastor-llc-new-castle-delaware,"DaSTOR, LLC: New Castle Delaware Data Center","3 Boulden Circle, New Castle, DE, USA","DaSTOR, LLC",6.0,21.75,,,3,Boulden Circle,New Castle,DE,39.68959041717325,-75.57406857160225
1284,https://datacenters.com/tonaquint-tonaquint-oklahoma-city,Tonaquint Datacenters: Tonaquint - Oklahoma City,"4442 Newcastle Rd, Oklahoma City, OK, USA",Tonaquint Datacenters,2.5,1.87,20000.0,65000.0,4442,Newcastle Rd,Oklahoma City,OK,35.42543828759811,-97.59992175859252
1285,https://datacenters.com/china-telecom-cyrusone-wappingers-falls,China Telecom: CyrusOne Wappingers Falls Data Center,"155 Myers Corners Rd, Wappingers Falls, NY 12590, USA",China Telecom,,66.49,,,155,Myers Corners Rd,Wappingers Falls,NY,41.5990434,-73.8822205
1286,https://datacenters.com/qts-atlanta-4-dc1,QTS Data Centers: Atlanta 4 DC1 Data Center,"1103 Herndon Street Northwest, Atlanta, GA, USA",QTS Data Centers,,10.52,,,1103,Herndon Street Northwest,Atlanta,GA,33.784674878787875,-84.42230148484849
1287,https://datacenters.com/ntirety-dallas,Ntirety: Dallas Data Center,"1807 Ross Avenue, Dallas, TX, USA",Ntirety,1500000.0,15.5,8200.0,23000.0,1807,Ross Avenue,Dallas,TX,32.78628815151515,-96.80014412121213
1288,https://datacenters.com/databank-ord1-downtown-chicago-loop,DataBank: ORD1 Downtown Chicago Loop Data Center,"600 South Federal Street, Chicago, IL, USA",DataBank,1.0,15.54,10130.0,15000.0,600,South Federal Street,Chicago,IL,41.87430605,-87.62994041963549
1289,https://datacenters.com/enzu-atl2-norcross,Enzu: ATL2 Norcross Data Center,"2775 Northwoods Parkway, Norcross, GA, USA",Enzu,,25.48,,,2775,Northwoods Parkway,Norcross,GA,33.954730350000006,-84.1985251922619
1290,https://datacenters.com/centersquare-sfo3-sunnyvale-campus,Centersquare: SFO3 Sunnyvale Data Center Campus,"1400 Kifer Rd, Sunnyvale, CA, USA",Centersquare,7.5,3.11,49000.0,100573.0,1400,Kifer Rd,Sunnyvale,CA,37.373879739908766,-122.00260860512226
1291,https://datacenters.com/colocrossing-dfw1-dallas,ColoCrossing: DFW1 - Dallas Data Center,"3004 Irving Blvd, Dallas, TX, USA",ColoCrossing,11.1,11.81,64000.0,68000.0,3004,Irving Blvd,Dallas,TX,32.83276134343434,-96.98748622222222
1292,https://datacenters.com/dynascale-dallas,Dynascale: Dallas Data Center,"Dallas, TX, USA",Dynascale,,16.16,,,,Dallas,TX,,32.7762719,-96.7968559
1293,https://datacenters.com/lumen-cambridge-1,Lumen: Cambridge 1 Data Center,"300 Bent Street, Cambridge, MA, USA",Lumen,,3.11,8760.0,40000.0,300,Bent Street,Cambridge,MA,42.36734905,-71.08673631110568
1294,https://datacenters.com/colocation-america-sfdc1-san-francisco,Colocation America: SFDC1 - San Francisco Data Center,"200 Paul Avenue, San Francisco, CA, USA",Colocation America,4.8,6.84,,32000.0,200,Paul Avenue,San Francisco,CA,37.72345945,-122.3979578117962
1295,https://datacenters.com/cyrusone-nva4-northern-virginia-sterling,CyrusOne: NVA4 Northern Virginia Sterling Data Center,"22811 International Drive, Sterling, VA, USA",CyrusOne,12.6,3.11,128715.0,420000.0,22811,International Drive,Sterling,VA,38.98561937312518,-77.42425052191867
1296,https://datacenters.com/netcrohosting-miami,NetcroHosting: Miami Data Center,"36 NE 2nd St #400, Miami, FL 33132, USA",NetcroHosting,,5.6,21528.0,,36,NE 2nd St #400,Miami,FL,25.7758419,-80.1929625
1297,https://datacenters.com/vultr-miami,Vultr: Miami,"Miami, FL, USA",Vultr,,6.22,,,,Miami,FL,,25.7741728,-80.19362
