,Unnamed: 0.1,Unnamed: 0,url,statistics,address,transformed_address,cep
12,12.0,12.0,https://www.datacentermap.com/brazil/sao-paulo/equinix-sp3/specs/,"['9,000 sq.m.']","EquinixAv. Marcos Penteado de Ulhôa Rodrigues, 24906543-001Santana do ParnaíbaSP,Brazil","Equinix Av. Marcos Penteado de Ulhôa Rodrigues, 249 06543-001 Santana do Parnaíba SP,Brazil",06543-001
13,13.0,13.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty/specs/,"['6 MW', '4,998 sq.m.']","Ascenty Data CentersAvenida Pierre Simon de Laplace, 121113069-320CampinasSao Paulo,Brazil","Ascenty Data Centers Avenida Pierre Simon de Laplace, 1211 13069-320 Campinas Sao Paulo,Brazil",13069-320
14,14.0,14.0,https://www.datacentermap.com/brazil/sao-paulo/equinix-sp1/specs/,"['1,664 sq.m.', 'Est.  1998']","EquinixRua Doutor Miguel Couto, 58, Centro01008-010São PauloSP,Brazil","Equinix Rua Doutor Miguel Couto, 58, Centro01008-010 São Paulo SP,Brazil",01008-010
15,15.0,15.0,https://www.datacentermap.com/brazil/sao-paulo/equinix-sp4/specs/,"['10,704 sq.m.']","EquinixAv. Ceci, 1900 - Res. Tambore, Tamboré06460-120BarueriSão Paulo,Brazil","Equinix Av. Ceci, 1900 - Res. Tambore, Tamboré06460-120 Barueri São Paulo,Brazil",06460-120
16,16.0,16.0,https://www.datacentermap.com/brazil/sao-paulo/matrix/specs/,"['2 MW', '1,600 sq.m.', 'Est.  2001']","SBA EdgeRua Jose Abrantes, 18604756-010Sao PauloSP,Brazil","SBA Edge Rua Jose Abrantes, 186 04756-010 Sao Paulo SP,Brazil",04756-010
17,17.0,17.0,https://www.datacentermap.com/brazil/sao-paulo/cma/specs/,"['2 MW', '400 sq.m.', 'Est.  1990']","NovvacoreRua Professor Filadelfo de Azevedo 71204508011Sao PauloSao Paulo,Brazil","Novvacore Rua Professor Filadelfo de Azevedo 712 04508011 Sao Paulo Sao Paulo,Brazil",04508011
18,18.0,18.0,https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo1/specs/,[],Elea Data CentersAv. Guido Caloi 1000Bloco 705802Sao PauloBrazil,Elea Data Centers Av. Guido Caloi 1000 Bloco 705802 Sao Paulo Brazil,
19,19.0,19.0,https://www.datacentermap.com/brazil/sao-paulo/lumen-parque-sao-georgia/specs/,"['9,826 sq.m.']","CirionAv. Eid Mansur, 66606708-070Parque Sao Georgia CotiaBrazil","Cirion Av. Eid Mansur, 666 06708-070 Parque Sao Georgia Cotia Brazil",06708-070
20,20.0,20.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty-sp4/specs/,"['9 MW', '7,497 sq.m.']","Ascenty Data CentersAvenida Roberto Pinto Sobrinho, 350Building 406276-016OsascoBrazil","Ascenty Data Centers Avenida Roberto Pinto Sobrinho, 350 Building 4 06276-016 Osasco Brazil",06276-016
21,21.0,21.0,https://www.datacentermap.com/brazil/sao-paulo/maxihost/specs/,"['1 MW', '400 sq.m.', 'Est.  2016']","Latitude.shRua Dr. Eduardo Martinelli, 10004013050Sao PauloSP,Brazil","Latitude.sh Rua Dr. Eduardo Martinelli, 100 04013050 Sao Paulo SP,Brazil",04013050
22,22.0,22.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty-jundiai2/specs/,"['13 MW', '8,993 sq.m.']","Ascenty Data CentersAv. Beirute, 86313212-181JundiaíJundiaí,Brazil","Ascenty Data Centers Av. Beirute, 863 13212-181 JundiaíJundiaí,Brazil",13212-181
23,23.0,23.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty-jundiai1/specs/,"['15 MW', '7,990 sq.m.']","Ascenty Data CentersRua Presbítero Plínio Alves de Souza, 75713212-181JundiaíJundiaí,Brazil","Ascenty Data Centers Rua Presbítero Plínio Alves de Souza, 757 13212-181 JundiaíJundiaí,Brazil",13212-181
24,24.0,24.0,https://www.datacentermap.com/brazil/sao-paulo/datacenter-locaweb-itapaiuna/specs/,['2.5 MW'],"Locaweb S/ARua Itapaiuna, 243405707-001Sao PauloSão Paulo,Brazil","Locaweb S/ARua Itapaiuna, 2434 05707-001 Sao Paulo São Paulo,Brazil",05707-001
25,25.0,25.0,https://www.datacentermap.com/brazil/sao-paulo/scala-sgrusp02/specs/,['4 MW'],"Scala Data CentersAlameda Glete 70001215Sao PauloSP,Brazil","Scala Data Centers Alameda Glete 70001215 Sao Paulo SP,Brazil",70001215
26,26.0,26.0,https://www.datacentermap.com/brazil/sao-paulo/gvt-sao-paulo/specs/,"['200 sq.m.', 'Est.  2011']","VivoRua Doutor Timóteo Penteado, 97607094-000GuarulhosSão Paulo,Brazil","Vivo Rua Doutor Timóteo Penteado, 976 07094-000 Guarulhos São Paulo,Brazil",07094-000
27,27.0,27.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty-sao-paulo-sp5/specs/,"['6 MW', '7,000 sq.m.']","Ascenty Data CentersAvenida Roberto Pinto Sobrinho, 35006268-120OsascoBrazil","Ascenty Data Centers Avenida Roberto Pinto Sobrinho, 350 06268-120 Osasco Brazil",06268-120
28,28.0,28.0,https://www.datacentermap.com/brazil/sao-paulo/ascenty-sao-paulo-sp6/specs/,"['8 MW', '7,000 sq.m.']","Ascenty Data CentersAv. Roberto Pinto Sobrinho, 35006268-120OsascoBrazil","Ascenty Data Centers Av. Roberto Pinto Sobrinho, 350 06268-120 Osasco Brazil",06268-120
29,29.0,29.0,https://www.datacentermap.com/brazil/sao-paulo/nabiax-tambore/specs/,"['6.1 MW', '4,600 sq.f.', 'Est.  2012']",NextStreamAv. Marcos Penteado de Ulhôa Rodrigues06543-001Santana de ParnaíbaBrazil,Next Stream Av. Marcos Penteado de Ulhôa Rodrigues06543-001 Santana de Parnaíba Brazil,06543-001
30,30.0,30.0,https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp1/specs/,['7 MW'],"TAKODAR. Bento Branco de Andrade Filho, 621 - Jardim Dom Bosco04757-000São PauloBrazil","TAKODAR. Bento Branco de Andrade Filho, 621 - Jardim Dom Bosco04757-000 São Paulo Brazil",04757-000
31,31.0,31.0,https://www.datacentermap.com/brazil/sao-paulo/vivo-tambore-1-data-center/specs/,"['7.2 MW', '2,300 sq.m.']","VivoAv. Marcos Penteado de Ulhôa Rodrigues, 169006543-001Santana de ParnaíbaBrazil","Vivo Av. Marcos Penteado de Ulhôa Rodrigues, 1690 06543-001 Santana de Parnaíba Brazil",06543-001
32,32.0,32.0,https://www.datacentermap.com/brazil/sao-paulo/equinix-sp2/specs/,"['3,660 sq.m.']","EquinixAlameda Araguaia, 3641 Tamboré06455-000BarueriSão Paulo,Brazil","Equinix Alameda Araguaia, 3641 Tamboré06455-000 Barueri São Paulo,Brazil",06455-000
33,33.0,33.0,https://www.datacentermap.com/brazil/sao-paulo/aligned-sp-02/specs/,"['5,600 sq.m.']","Aligned Data CentersR. José Blumer, 15013186-510Chácaras Assay, HortolândiaBrazil","Aligned Data Centers R. José Blumer, 150 13186-510 Chácaras Assay, Hortolândia Brazil",13186-510
34,34.0,34.0,https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo3/specs/,['5 MW'],"Elea Data CentersAl. Rio Negro, 53006454BarueriBrazil","Elea Data Centers Al. Rio Negro, 53006454 Barueri Brazil",53006454
35,35.0,35.0,https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo2/specs/,['5 MW'],"Elea Data CentersAv. Marginal Direita Anchieta, 124109891São Bernardo do CampoBrazil","Elea Data Centers Av. Marginal Direita Anchieta, 1 24109891 São Bernardo do Campo Brazil",24109891
36,36.0,36.0,https://www.datacentermap.com/brazil/sao-paulo/ipxon-sao-paulo/specs/,['12 MW'],"IPXON NetworksAvenida Roberto Pinto Sobrinho, 35006276-125OsascoBrazil","IPXON Networks Avenida Roberto Pinto Sobrinho, 350 06276-125 Osasco Brazil",06276-125
37,37.0,37.0,https://www.datacentermap.com/brazil/sao-paulo/pix-g8-sao-paulo/specs/,[],"MegatelecomRua Florida, 173804565-001Sao PauloBrazil","Megatelecom Rua Florida, 1738 04565-001 Sao Paulo Brazil",04565-001
38,38.0,38.0,https://www.datacentermap.com/brazil/sao-paulo/aligned-sp-01/specs/,"['5,600 sq.m.']","Aligned Data Centers39,2, Estr. dos Romeiros, 94306513-001Votuparim, Santana de ParnaíbaBrazil","Aligned Data Centers39,2, Estr. dos Romeiros, 943 06513-001 Votuparim, Santana de Parnaíba Brazil",06513-001
39,39.0,39.0,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd02/specs/,"['24 MW', 'Est.  2023']",Scala Data CentersRod. Vice Pref. Hermenegildo Tonoli13212-365JundiaíBrazil,Scala Data Centers Rod. Vice Pref. Hermenegildo Tonoli13212-365 JundiaíBrazil,13212-365
40,40.0,40.0,https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp2/specs/,['1 MW'],"TAKODAAv. Maria Coelho Aguiar, 215 - Jardim Sao Luis05805-000São PauloBrazil","TAKODAAv. Maria Coelho Aguiar, 215 - Jardim Sao Luis05805-000 São Paulo Brazil",05805-000
41,41.0,41.0,https://www.datacentermap.com/brazil/sao-paulo/ada-sao-paulo/specs/,['40 MW'],"Ada InfrastructureAv. Brig. Faria Lima, 393004538-132Sao PauloBrazil","Ada Infrastructure Av. Brig. Faria Lima, 3930 04538-132 Sao Paulo Brazil",04538-132
42,42.0,42.0,https://www.datacentermap.com/brazil/sao-paulo/qnax-data-center/specs/,[],"QNAX Data CenterAv. Nossa Senhora do Ó, 865 - Limão6th Floor, Suite 40102715-000São PauloSão Paulo,Brazil","QNAX Data Center Av. Nossa Senhora do Ó, 865 - Limão6 th Floor, Suite 401 02715-000 São Paulo São Paulo,Brazil",02715-000
43,43.0,43.0,https://www.datacentermap.com/brazil/sao-paulo/connect-web/specs/,[],"Connect WebAv. das Nações Unidas, 12995 - 10º andar04578-000São PauloBrazil","Connect Web Av. das Nações Unidas, 12995 - 10º andar04578-000 São Paulo Brazil",04578-000
44,44.0,44.0,https://www.datacentermap.com/brazil/sao-paulo/ultranet-telecom/specs/,['Est.  2015'],"Ultranet TelecomRua Simao Dias da Fonseca, 6101539-020CambuciBrazil","Ultranet Telecom Rua Simao Dias da Fonseca, 61 01539-020 Cambuci Brazil",01539-020
45,45.0,48.0,https://www.datacentermap.com/brazil/sao-paulo/microsoft-hortolandia/specs/,[],"MicrosoftRua Uirapuru, 340, Chácara Recreio Alvorada13183-752HortolândiaBrazil","Microsoft Rua Uirapuru, 340, Chácara Recreio Alvorada13183-752 Hortolândia Brazil",13183-752
46,46.0,52.0,https://www.datacentermap.com/brazil/sao-paulo/telium-data-center--spo/specs/,[],"Telium NetworksAv. das Nações Unidas, 1379704794000São PauloSP,Brazil","Telium Networks Av. das Nações Unidas, 13797 04794000 São Paulo SP,Brazil",04794000
47,47.0,57.0,https://www.datacentermap.com/brazil/rio-de-janeiro/av-cel-phidias-távora-513-1/specs/,"['10 MW', '6,996 sq.m.', 'Est.  2017']","Ascenty Data CentersAvenida Coronel Phidias Tavora, 513Building 121535-510Rio de Janeiro-,Brazil","Ascenty Data Centers Avenida Coronel Phidias Tavora, 513 Building 1 21535-510 Rio de Janeiro-,Brazil",21535-510
48,48.0,61.0,https://www.datacentermap.com/brazil/rio-de-janeiro/elea-digital-rjo1/specs/,[],"Elea Data CentersR. Vargem Grande 10022775Rio de JaneiroRio de Janeiro,Brazil","Elea Data Centers R. Vargem Grande 10022775 Rio de Janeiro Rio de Janeiro,Brazil",10022775
49,49.0,65.0,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-sgigsm01/specs/,['13.2 MW'],"Scala Data CentersRod. Pres. Dutra 430025565Sao Joao de MeritiRio de Janeiro,Brazil","Scala Data Centers Rod. Pres. Dutra 4 30025565 Sao Joao de Meriti Rio de Janeiro,Brazil",30025565
50,50.0,69.0,https://www.datacentermap.com/brazil/rio-de-janeiro/ipxon-rio-de-janeiro/specs/,['10 MW'],IPXON NetworksAvenida Coronel Phidias Távora 51321535-510Rio de JaneiroBrazil,IPXON Networks Avenida Coronel Phidias Távora 513 21535-510 Rio de Janeiro Brazil,21535-510
51,51.0,73.0,https://www.datacentermap.com/brazil/rio-de-janeiro/r4c-networks/specs/,[],"R4CAv. Das Americas 50022640100Barra da TijucaRJ,Brazil","R4 CAv. Das Americas 500 22640100 Barra da Tijuca RJ,Brazil",22640100
52,52.0,78.0,https://www.datacentermap.com/brazil/porto-alegre/quantico-canoas/specs/,"['50 MW', '73,000 sq.f.', 'Est.  2021']","Quântico Data CenterR. Eng. Homero Carlos Simon, 1100 - Guajuviras92442000CanoasRio Grande do Sul (RS),Brazil","Quântico Data Center R. Eng. Homero Carlos Simon, 1100 - Guajuviras92442000 Canoas Rio Grande do Sul (RS),Brazil",92442000
53,53.0,82.0,https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc2/specs/,[],"Maila NetworksR. Gomes de Freitas34091380000Porto AlegreRio Grande do Sul (RS),Brazil","Maila Networks R. Gomes de Freitas340 91380000 Porto Alegre Rio Grande do Sul (RS),Brazil",91380000
54,54.0,85.0,https://www.datacentermap.com/brazil/porto-alegre/kinghost/specs/,[],"KingHostAv. Cristóvão Colombo, 2360Sala 60590560-002Porto AlegreRS,Brazil","King Host Av. Cristóvão Colombo, 2360 Sala 605 90560-002 Porto Alegre RS,Brazil",90560-002
55,55.0,90.0,https://www.datacentermap.com/brazil/brasilia/engetronics-brasilia/specs/,[],"ENGETRONICS INTERNET DATACENTERSetor Hoteleiro Norte Qd 2 BL H , lojas nº 110 a 11470702905BrasiliaDF,Brazil","ENGETRONICS INTERNET DATACENTERSetor Hoteleiro Norte Qd 2 BL H , lojas nº 110 a 114 70702905 Brasilia DF,Brazil",70702905
56,56.0,94.0,https://www.datacentermap.com/brazil/fortaleza/angonap-fortaleza/specs/,[],"Angola CablesAv. Trajano de Medeiros, 1851 - Vicente Pinzon60182-186FortalezaBrazil","Angola Cables Av. Trajano de Medeiros, 1851 - Vicente Pinzon60182-186 Fortaleza Brazil",60182-186
57,57.0,98.0,https://www.datacentermap.com/brazil/fortaleza/scala-sforpf01/specs/,['7.2 MW'],"Scala Data CentersAv. Dr. Aldy Mentor, 37160191-095FortalezaBrazil","Scala Data Centers Av. Dr. Aldy Mentor, 371 60191-095 Fortaleza Brazil",60191-095
58,58.0,101.0,https://www.datacentermap.com/brazil/fortaleza/lumen-fortaleza/specs/,[],"LumenAv. Dioguinho, 295060182-001FortalezaBrazil","Lumen Av. Dioguinho, 2950 60182-001 Fortaleza Brazil",60182-001
59,59.0,106.0,https://www.datacentermap.com/brazil/curitiba/nextstream-curitiba/specs/,"['0.7 MW', '582 sq.m.']","NextStreamRua Senador Accioly Filho, 220081350-200CuritibaBrazil","Next Stream Rua Senador Accioly Filho, 2200 81350-200 Curitiba Brazil",81350-200
60,60.0,110.0,https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/specs/,[],"HostzonewithinR. Paulo de Frontin, Campina Grande58400-310Campina GrandeParaiba,BrazilThe exact location of this data center is not public,but it is located withinR. Paulo de Frontin, Campina Grande","Hostzonewithin R. Paulo de Frontin, Campina Grande58400-310 Campina Grande Paraiba,Brazil The exact location of this data center is not public,but it is located within R. Paulo de Frontin, Campina Grande",58400-310
61,61.0,,https://www.datacentermap.com/brazil/sao-paulo/b3-data-center/specs/,[],"B3 S.A. – Brasil, Bolsa, BalcãoR. Ricardo Prudente de Aquino, 85 - Res. Tambore III06543-004Santana de ParnaibaBrazil","B3 S.A. – Brasil, Bolsa, Balcão R. Ricardo Prudente de Aquino, 85 - Res. Tambore III06543-004 Santana de Parnaiba Brazil",06543-004
62,62.0,,https://www.datacentermap.com/brazil/sao-paulo/rpodc/specs/,[],"Insidesign Tecnologia Ltda EPPAv. Saudade, 1210 - Campos ElísiosSala 32514085-010Ribeirao PretoSao Paulo,Brazil","Insidesign Tecnologia Ltda EPPAv. Saudade, 1210 - Campos Elísios Sala 325 14085-010 Ribeirao Preto Sao Paulo,Brazil",14085-010
63,63.0,,https://www.datacentermap.com/brazil/sao-paulo/microsoft-taquara-branca/specs/,[],"MicrosoftEstr. Mun. Pedrina Guilherme, 1995 - Jardim Res. Firenze13189-217HortolândiaBrazil","Microsoft Estr. Mun. Pedrina Guilherme, 1995 - Jardim Res. Firenze13189-217 Hortolândia Brazil",13189-217
64,64.0,,https://www.datacentermap.com/brazil/sao-paulo/equinix-sp6/specs/,[],"EquinixAv. Cid Viêira da Souza, 460-48406544Santana de ParnaíbaBrazil","Equinix Av. Cid Viêira da Souza, 460-48406544 Santana de Parnaíba Brazil",48406544
65,65.0,,https://www.datacentermap.com/brazil/sao-paulo/microsoft-sao-paulo/specs/,[],"MicrosoftRua Santa Teresa, 6401016-020Sao PauloBrazil","Microsoft Rua Santa Teresa, 64 01016-020 Sao Paulo Brazil",01016-020
66,66.0,,https://www.datacentermap.com/brazil/sao-paulo/datacenter-locaweb-jk/specs/,[],"Locaweb S/AAv. Presidente Juscelino Kubitscheck, 1830 1º Andar04543-900São PauloSão Paulo,Brazil","Locaweb S/AAv. Presidente Juscelino Kubitscheck, 1830 1º Andar04543-900 São Paulo São Paulo,Brazil",04543-900
67,67.0,,https://www.datacentermap.com/brazil/sao-paulo/kyndryl-dc-hortolandia/specs/,[],"KyndrylRodovia Jornalista Francisco Aguirre Proença, Km 09 - S/N13186-900HortolândiaBrazil","Kyndryl Rodovia Jornalista Francisco Aguirre Proença, Km 09 - S/N13186-900 Hortolândia Brazil",13186-900
68,68.0,,https://www.datacentermap.com/brazil/sao-paulo/cdznet-data-center/specs/,[],"cdznet data centerR. Independência, 247215025-095Sao Jose do Rio PretoSP,Brazil","cdznet data center R. Independência, 2472 15025-095 Sao Jose do Rio Preto SP,Brazil",15025-095
69,69.0,,https://www.datacentermap.com/brazil/sao-paulo/aligned-sp-03/specs/,"['1,800 sq.m.']","Aligned Data CentersAlameda Araguacema, 18706460-070Tamboré, BarueriBrazil","Aligned Data Centers Alameda Araguacema, 187 06460-070 Tamboré, Barueri Brazil",06460-070
70,70.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/av-cel-phidias-távora-513-2/specs/,"['3 MW', '3,493 sq.m.', 'Est.  2021']","Ascenty Data CentersAvenida Coronel Phidias Tavora, 513Building 221535-510Rio de JaneiroBrazil","Ascenty Data Centers Avenida Coronel Phidias Tavora, 513 Building 2 21535-510 Rio de Janeiro Brazil",21535-510
71,71.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm03/specs/,[],"Scala Data Centerswithinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus25565Sao Joao de MeritiBrazilThe exact location of this data center is not public,but it is located withinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus","Scala Data Centerswithinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus25565 Sao Joao de Meriti Brazil The exact location of this data center is not public,but it is located withinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus",
72,72.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm02/specs/,[],"Scala Data Centerswithinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus25565Sao Joao de MeritiBrazilThe exact location of this data center is not public,but it is located withinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus","Scala Data Centerswithinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus25565 Sao Joao de Meriti Brazil The exact location of this data center is not public,but it is located withinnear Rod. Pres. Dutra 4300, Scala's Sao Joao de Meriti Campus",
73,73.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/gblx-rio/specs/,"['5,112 sq.m.']",CirionAv. Dom Pedro II 32920910Rio de JaneiroBrazil,Cirion Av. Dom Pedro II 32920910 Rio de Janeiro Brazil,32920910
74,74.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/equinix-rj1/specs/,"['1,400 sq.m.']","EquinixRua Voluntarios da Patria, 360, Botafogo22270-010Rio de JaneiroRio de Janeiro,Brazil","Equinix Rua Voluntarios da Patria, 360, Botafogo22270-010 Rio de Janeiro Rio de Janeiro,Brazil",22270-010
75,75.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/hexam2/specs/,['Est.  2013'],"HEXAM2Rua Ceara, 35620270-160Rio de JaneiroRJ,Brazil","HEXAM2 Rua Ceara, 356 20270-160 Rio de Janeiro RJ,Brazil",20270-160
76,76.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/gvt-rio-de-janeiro/specs/,"['200 sq.m.', 'Est.  2011']","VivoRua Sara, 3620220-090Rio de JaneiroRio de Janeiro,Brazil","Vivo Rua Sara, 36 20220-090 Rio de Janeiro Rio de Janeiro,Brazil",20220-090
77,77.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/equinix-rj2/specs/,"['2,850 sq.m.']","EquinixEstrada Adhemar Bebiano, 1380, Del Castilho21051-070Rio de JaneiroRio de Janeiro,Brazil","Equinix Estrada Adhemar Bebiano, 1380, Del Castilho21051-070 Rio de Janeiro Rio de Janeiro,Brazil",21051-070
78,78.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/cloudhq-gig1/specs/,"['36 MW', '28,735 sq.m.']","CloudHQR. Maria Soares Sendas, Parque Barreto25586-140São João de MeritiBrazil","Cloud HQR. Maria Soares Sendas, Parque Barreto25586-140 São João de Meriti Brazil",25586-140
79,79.0,,https://www.datacentermap.com/brazil/rio-de-janeiro/teleporto-rj/specs/,[],"Unknown CompanyAv. Pres. Vargas, 3131 - Centro20210-030Rio de JaneiroBrazil","Unknown Company Av. Pres. Vargas, 3131 - Centro20210-030 Rio de Janeiro Brazil",20210-030
