,url,address,cep,MW,sq.m,Est,sq.f,latitude,longitude
120,https://www.datacentermap.com/brazil/campinas/cloudhq-gru3/specs/,Cloud HQParque das Indústrias13140-0000 Paulínia Brazil,13140-000,48,"18,055",,,-22.7696189,-47.1511535
121,https://www.datacentermap.com/brazil/campinas/cloudhq-gru2/specs/,Cloud HQParque das Indústrias13140-0000 Paulínia Brazil,13140-000,48,"18,055",,,-22.7696189,-47.1511535
122,https://www.datacentermap.com/brazil/campinas/cloudhq-gru1/specs/,Cloud HQParque das Indústrias13140-0000 Paulínia Brazil,13140-000,48,"18,055",,,-22.7696189,-47.1511535
123,https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/specs/,"Scala Data Centers R. Guido de Camargo Penteado Sobrinho 3 68513082 Campinas Sao Paulo,Brazil",68513082,4,,,,-22.827311728121,-47.095615319731
124,https://www.datacentermap.com/brazil/campinas/ascenty-sumare-sum5/specs/,"Ascenty Data Centers Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)13177-435 SumaréBrazil",13177-435,19,,,,-22.811354297463,-47.212282684952
125,https://www.datacentermap.com/brazil/campinas/upx-campinas/specs/,"UPX Technologies Rua Guapuruvu, 200 - Lot. Alphaville13098-322 Campinas Sao Paulo,Brazil",13098-322,,,,,-22.821561652107,-47.036400757044
126,https://www.datacentermap.com/brazil/belo-horizonte/ativas-datacenter-sa/specs/,"Sonda S.A.Agenério de Araújo st. , 20 Camargos30140090 Belo Horizonte MG,Brazil",30140090,2.5,"6,000",2011,,-19.9181771,-43.9370534
127,https://www.datacentermap.com/brazil/belo-horizonte/century-cem-dc01/specs/,"Century Telecom LTDAJosé Permínio da Silva st., 80 CINCO32341590 Contagem Minas Gerais,Brazil",32341590,,,,,-19.9381445,-44.0524931
128,https://www.datacentermap.com/brazil/belo-horizonte/valspe/specs/,"VSP Solution AV. Raja Gabaglia, 3348 30494310 Belo Horizonte Minas Gerais,Brazil",30494310,,,,,-19.963252805156,-43.9562151972
129,https://www.datacentermap.com/brazil/recife/surfix-data-center/specs/,"Surfix Cloud & Data Center Av. Domingos Ferreira, 2010 51111-020 Recife Brazil",51111-020,,,,,-8.10702159447,-34.890749209975
130,https://www.datacentermap.com/brazil/recife/hotlink-internet/specs/,"hotlink internet ltda Rua Manoel Bezerra, 165 50610250 Madalena Pernambuco,Brazil",50610250,,,,,-8.055195197489,-34.91047593528
131,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-minas/specs/,"Constel Tecnologia Rua Minas Gerais, 1932 - Centro85812-030 Cascavel Parana,Brazil",85812-030,,,,,-24.948012994112,-53.449701393698
132,https://www.datacentermap.com/brazil/cascavel/constel-tecnologia-para/specs/,"Constel Tecnologia Rua Pará, 812 - Country85813-060 Cascavel Parana,Brazil",85813-060,,,,,-24.93934710355,-53.441353935543
133,https://www.datacentermap.com/brazil/palmas/idx-data-centers-it-services/specs/,"IDX Data Centers & IT Services Q. 103 Sul Rua SO 5, 274 - Plano Diretor Sul77015 Palmas Tocantins,Brazil",,1.2,250,2022,,-10.18752638725,-48.340775504867
134,https://www.datacentermap.com/brazil/santa-maria/dc-coracao-do-rio-grande/specs/,"Avato Rua Doutor Bozano, 1293 - 3 o Andar97015004 Santa Maria RS,Brazil",97015004,,,,,-29.686919352605,-53.809411324018
135,https://www.datacentermap.com/brazil/sao-jose-do-rio-preto/sjrp01/specs/,"IFTNET Telecom Av Bady Bassit 2966 15025000 Sao Jose do Rio Preto SPSP,Brazil",15025000,,,,,-20.808882313226,-49.382835668224
136,https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv2/specs/,"NUV Datacenter R. Prof. Almeida Cousin, 125 SALA 1113 29050-565 Vitória Brazil",29050-565,,,,,-20.314051420574,-40.294013926896
137,https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv1/specs/,"NUV Datacenter Rua Fioravanet Cassini, 28 29160-855 Serra Brazil",29160-855,,,,,-20.222486757153,-40.270979486393
138,https://www.datacentermap.com/brazil/vitoria/vix-datacenter/specs/,"Conect Já Telecomunicações R. Sérgio Cardoso, 75 - Dom Bosco29147-350 Cariacica Brazil",29147-350,,,,,-20.334957449586,-40.391100656715
139,https://www.datacentermap.com/brazil/manaus/pix-g8-manaus/specs/,"Megatelecom Corporate Trade, Rodovia Alvaro Maia, 2357 Sala 806 69025-310 Manaus Brazil",69025-310,,,,,-3.115695524388,-60.012577435992
140,https://www.datacentermap.com/brazil/manaus/clickip-datacenters/specs/,"Click IP Datacenters Street Presidente Joao Batista Figueiredo69058695 Manaus AMAZONAS,Brazil",69058695,,,,,-3.1063916,-60.0262934
141,https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/specs/,"Megatelecom Rua Pacatuba, 254 49010-150 Aracaju Brazil",49010-150,,,,,-10.916326498108,-37.049172174674
142,https://www.datacentermap.com/brazil/goiania/pix-g8-goiania/specs/,"Megatelecom Avenida T-63, 318214 aº74250-320 Goiânia Brazil",74250-320,,,,,-16.717786942157,-49.294573629096
143,https://www.datacentermap.com/brazil/blumenau/unifique-timb-dc1/specs/,"Unifique R. Duque de Caxias, 831 - Centro89120-000 TimbóBrazil",89120-000,1.5,685,,,-26.823279635825,-49.280097510537
144,https://www.datacentermap.com/brazil/blumenau/armazem-dc-brusque/specs/,"Armazém Cloud R. Atílio Battistoti, 199 - Azambuja88354-120 Brusque Brazil",88354-120,,,,,-27.107696303682,-48.918771012183
145,https://www.datacentermap.com/brazil/itauna/gox-dc/specs/,"GOX DATA CENTER LTDARua Zezé Lima, 212 35680045 Itaúna MG,Brazil",35680045,,,,,-20.070620416696,-44.576550379664
146,https://www.datacentermap.com/brazil/joinville/armazem-dc-joinville/specs/,"Armazém Cloud R. Dona Francisca, 8300 - Distrito Industrial Norte89219-600 Joinville Brazil",89219-600,,,,,-26.245113390612,-48.88502706256
147,https://www.datacentermap.com/brazil/xaxim/ferenz-networks/specs/,"Ferenz Networks R. Rio Grande, 1938 - Guarany89825-000 Xaxim SC,Brazil",89825-000,,,,,-26.958996273121,-52.524444648312
148,https://www.datacentermap.com/brazil/tambore/scala-sgrutb01/specs/,Scala Data Centers Av. Ceci 1 85006460 TamboréBrazil,85006460,21,,,,-23.493382568654592,-46.81059902826906
149,https://www.datacentermap.com/brazil/tambore/scala-sgrutb04/specs/,"Scala Data Centers Av. Ceci 1 65006460 TamboréSao Paulo,Brazil",65006460,12,,,,-23.496670136956,-46.829929489328
150,https://www.datacentermap.com/brazil/tambore/scala-sgrutb05/specs/,"Scala Data Centers Av. Ceci 1 60006460 TamboréSao Paulo,Brazil",60006460,6,,,,-23.496670136956,-46.829929489328
151,https://www.datacentermap.com/brazil/tambore/scala-sgrutb03/specs/,Scala Data Centers Av. Ceci 1 75004065 TamboréBrazil,75004065,9,,,,-23.492998707280595,-46.81080363272966
155,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb09/specs/,Scala Data Centers Av. Ceci 1649 06460-120 Barueri Brazil,06460-120,36,,2024,,-23.496386351257,-46.813457842538
156,https://www.datacentermap.com/brazil/uberlandia/algar-tecnologia/specs/,"Algar Tech Av. Floriano Peixoto, 6500 38406-642 Uberlandia Minas Gerais,Brazil",38406-642,,,,,-18.88106419984,-48.249216167895
157,https://www.datacentermap.com/brazil/uberlandia/algar-tech-uberlandia/specs/,"Algar Tech Rua Janaúba, 145 38413-102 Uberlandia MG,Brazil",38413-102,,,,,-18.920874297116,-48.308902898947
158,https://www.datacentermap.com/brazil/muriae/tyna-host-data-center/specs/,"Tyna Host Datacenter no Brasil R. Waldemar Vaz Pereira, 45 36889-186 MuriaéBrazil",36889-186,,,,,-21.126857333214,-42.357501479995
159,https://www.datacentermap.com/brazil/ribeirao-preto/convex-idc-rpo/specs/,"Convex Internet Solutions R. Bernardino de Campos, 1001 14015-130 Ribeirao Preto SP,Brazil",14015-130,,,,,-21.185282697522,-47.808224581093
160,https://www.datacentermap.com/brazil/videira/brdrive-data-center/specs/,"BRDrive R. Frederico Bortolaz, 971 - Panazzolo89566-060 Videira Brazil",89566-060,,,,,-27.001917104703,-51.167533291116
